"---------------------> nnschellbysignature SCHEDULLER, CACHE WITH 0.75% AND CHUNK OF (64) -----------------"
"{'t1': 366, 't2': 403, 'similar?': 0.08, 'premature_discard': 164, 'discarded': 9350, 'used': 833, 'hits_t1': 469, 'rules_t1': 9395, 'hits_t2': 833, 'rules_t2': 9350}"
"{'t1': 403, 't2': 434, 'similar?': 0.26, 'premature_discard': 28, 'discarded': 7458, 'used': 2625, 'hits_t1': 833, 'rules_t1': 9350, 'hits_t2': 2625, 'rules_t2': 7458}"
"{'t1': 434, 't2': 441, 'similar?': 0.21, 'premature_discard': 854, 'discarded': 9247, 'used': 1905, 'hits_t1': 2625, 'rules_t1': 7458, 'hits_t2': 1905, 'rules_t2': 9384}"
"{'t1': 441, 't2': 401, 'similar?': 0.22, 'premature_discard': 1181, 'discarded': 9408, 'used': 1005, 'hits_t1': 1905, 'rules_t1': 9384, 'hits_t2': 1005, 'rules_t2': 9408}"
"{'t1': 401, 't2': 412, 'similar?': 0.39, 'premature_discard': 0, 'discarded': 6419, 'used': 4089, 'hits_t1': 1005, 'rules_t1': 9408, 'hits_t2': 4089, 'rules_t2': 6419}"
"{'t1': 412, 't2': 437, 'similar?': 0.8, 'premature_discard': 0, 'discarded': 2150, 'used': 8473, 'hits_t1': 4089, 'rules_t1': 6419, 'hits_t2': 8473, 'rules_t2': 2150}"
"{'t1': 437, 't2': 400, 'similar?': 0.5, 'premature_discard': 0, 'discarded': 4923, 'used': 4991, 'hits_t1': 8473, 'rules_t1': 2150, 'hits_t2': 4991, 'rules_t2': 4923}"
"{'t1': 400, 't2': 425, 'similar?': 0.46, 'premature_discard': 225, 'discarded': 5297, 'used': 4525, 'hits_t1': 4991, 'rules_t1': 4923, 'hits_t2': 4525, 'rules_t2': 5297}"
"{'t1': 425, 't2': 413, 'similar?': 0.5, 'premature_discard': 225, 'discarded': 5082, 'used': 4991, 'hits_t1': 4525, 'rules_t1': 5297, 'hits_t2': 4991, 'rules_t2': 5082}"
"{'t1': 413, 't2': 428, 'similar?': 0.57, 'premature_discard': 0, 'discarded': 4096, 'used': 5488, 'hits_t1': 4991, 'rules_t1': 5082, 'hits_t2': 5488, 'rules_t2': 4096}"
"{'t1': 428, 't2': 443, 'similar?': 0.61, 'premature_discard': 659, 'discarded': 3791, 'used': 6017, 'hits_t1': 5488, 'rules_t1': 4096, 'hits_t2': 6017, 'rules_t2': 3791}"
"{'t1': 443, 't2': 438, 'similar?': 0.35, 'premature_discard': 0, 'discarded': 6247, 'used': 3303, 'hits_t1': 6017, 'rules_t1': 3791, 'hits_t2': 3303, 'rules_t2': 6247}"
"{'t1': 438, 't2': 395, 'similar?': 0.22, 'premature_discard': 88, 'discarded': 8226, 'used': 2324, 'hits_t1': 3303, 'rules_t1': 6247, 'hits_t2': 2324, 'rules_t2': 8226}"
"{'t1': 395, 't2': 397, 'similar?': 0.41, 'premature_discard': 0, 'discarded': 5830, 'used': 4089, 'hits_t1': 2324, 'rules_t1': 8226, 'hits_t2': 4089, 'rules_t2': 5830}"
"{'t1': 397, 't2': 431, 'similar?': 0.29, 'premature_discard': 168, 'discarded': 7400, 'used': 2951, 'hits_t1': 4089, 'rules_t1': 5830, 'hits_t2': 2951, 'rules_t2': 7400}"
"{'t1': 431, 't2': 410, 'similar?': 0.06, 'premature_discard': 664, 'discarded': 10807, 'used': 470, 'hits_t1': 2951, 'rules_t1': 7400, 'hits_t2': 470, 'rules_t2': 10903}"
"{'t1': 410, 't2': 506, 'similar?': 0.2, 'premature_discard': 929, 'discarded': 9512, 'used': 969, 'hits_t1': 470, 'rules_t1': 10903, 'hits_t2': 969, 'rules_t2': 9512}"
"{'t1': 506, 't2': 458, 'similar?': 0.76, 'premature_discard': 0, 'discarded': 2439, 'used': 7806, 'hits_t1': 969, 'rules_t1': 9512, 'hits_t2': 7806, 'rules_t2': 2439}"
"{'t1': 458, 't2': 464, 'similar?': 0.57, 'premature_discard': 3608, 'discarded': 7882, 'used': 3183, 'hits_t1': 7806, 'rules_t1': 2439, 'hits_t2': 3183, 'rules_t2': 8334}"
"{'t1': 464, 't2': 465, 'similar?': 0.68, 'premature_discard': 7899, 'discarded': 11469, 'used': 0, 'hits_t1': 3183, 'rules_t1': 8334, 'hits_t2': 0, 'rules_t2': 11469}"
